student_idx,item_idx,correct,t,delta_t
34,4,1,36,3
34,2,0,37,1
34,1,1,38,1
34,2,0,39,40
35,1,0,0,2
35,0,0,1,2
35,0,1,2,3
35,2,0,3,1
35,2,0,4,2
35,0,1,5,2
35,0,1,6,3
35,4,0,7,40
35,3,0,8,3
35,4,0,9,3
35,2,0,10,1
35,3,1,11,1
35,4,0,12,2
35,4,0,13,1
35,3,1,14,3
35,0,0,15,2
35,0,0,16,2
35,3,0,17,2
35,0,1,18,1
35,4,0,19,1
35,4,0,20,1
35,2,1,21,3
35,3,1,22,1
35,0,1,23,40
35,3,1,24,2
35,1,0,25,1
35,3,0,26,40
35,4,1,27,1
35,2,1,28,3
35,2,1,29,2
35,3,1,30,3
35,1,0,31,2
35,0,0,32,2
35,3,0,33,2
35,0,1,34,3
35,4,1,35,2
35,0,0,36,2
35,4,1,37,2
35,0,0,38,1
35,3,0,39,2
36,1,1,0,2
36,3,0,1,1
36,3,1,2,1
36,2,0,3,2
36,1,0,4,3
36,2,1,5,1
36,0,1,6,3
36,0,1,7,3
36,3,0,8,3
36,4,0,9,1
36,3,0,10,2
36,0,1,11,2
36,1,1,12,40
36,1,0,13,1
36,0,0,14,1
36,0,0,15,2
36,0,0,16,2
36,0,0,17,1
36,0,1,18,2
36,2,1,19,2
36,1,1,20,1
36,1,0,21,2
36,2,0,22,3
36,4,0,23,2
36,0,0,24,2
36,2,1,25,1
36,0,0,26,2
36,1,1,27,1
36,0,0,28,2
36,1,1,29,2
36,0,1,30,3
36,4,1,31,2
36,2,0,32,40
36,0,1,33,40
36,1,0,34,40
36,3,0,35,2
36,1,0,36,2
36,4,0,37,1
36,0,1,38,1
36,4,0,39,3
37,2,0,0,2
37,2,0,1,3
37,0,0,2,1
37,3,1,3,1
37,3,0,4,3
37,4,0,5,3
37,2,1,6,2
37,0,0,7,2
37,2,0,8,2
37,1,1,9,1
37,3,0,10,1
37,1,1,11,1
37,4,0,12,2
37,3,0,13,1
37,4,0,14,3
37,4,0,15,2
37,0,0,16,1
37,1,1,17,2
37,0,0,18,2
37,0,0,19,3
37,2,0,20,1
37,4,1,21,2
37,1,0,22,3
37,3,0,23,3
37,2,0,24,1
37,3,0,25,1
37,3,1,26,2
37,3,0,27,2
37,4,0,28,2
37,3,1,29,2
37,3,0,30,40
37,2,0,31,3
37,0,0,32,2
37,1,0,33,2
37,0,1,34,2
37,0,1,35,1
37,3,0,36,3
37,4,1,37,2
37,0,0,38,1
37,2,0,39,2
38,2,0,0,1
38,4,0,1,2
38,1,1,2,2
38,3,1,3,2
38,1,0,4,1
38,3,1,5,2
38,2,0,6,40
38,2,0,7,1
38,0,1,8,1
38,1,0,9,40
38,3,0,10,2
38,4,1,11,2
38,0,0,12,2
38,1,0,13,40
38,0,0,14,3
38,0,0,15,40
38,3,1,16,2
38,0,0,17,3
38,2,0,18,3
38,4,0,19,2
38,1,0,20,1
38,2,1,21,1
38,3,1,22,2
38,3,1,23,2
38,1,1,24,1
38,0,0,25,2
38,0,0,26,1
38,2,0,27,3
38,4,0,28,2
38,2,0,29,1
38,3,0,30,1
38,2,1,31,1
38,4,0,32,3
38,0,0,33,3
38,2,0,34,1
38,3,0,35,1
38,3,0,36,2
38,4,0,37,2
38,3,1,38,1
38,0,1,39,3
39,3,0,0,1
39,4,0,1,2
39,1,1,2,1
39,1,0,3,2
39,4,0,4,1
39,4,0,5,2
39,4,0,6,3
39,1,1,7,1
39,2,0,8,40
39,4,0,9,2
39,0,0,10,3
39,0,0,11,2
39,2,0,12,2
39,0,1,13,1
39,4,0,14,3
39,2,0,15,2
39,1,0,16,1
39,0,1,17,3
39,1,0,18,3
39,3,1,19,3
39,3,1,20,2
39,3,0,21,2
39,2,0,22,1
39,2,0,23,3
39,4,0,24,1
39,4,0,25,3
39,1,1,26,1
39,1,1,27,1
39,4,1,28,3
39,4,0,29,3
39,2,0,30,1
39,3,1,31,1
39,4,0,32,40
39,4,0,33,2
39,1,1,34,1
39,0,0,35,2
39,1,1,36,3
39,4,1,37,2
39,1,0,38,1
39,4,0,39,2
40,3,0,0,2
40,0,0,1,3
40,0,1,2,3
40,2,0,3,1
40,2,0,4,3
40,1,0,5,2
40,3,0,6,2
40,1,0,7,3
40,4,0,8,40
40,3,0,9,3
40,2,0,10,2
40,2,0,11,2
40,0,0,12,3
40,0,1,13,2
40,3,0,14,1
40,2,0,15,1
40,1,0,16,1
40,4,0,17,2
40,0,1,18,3
40,0,1,19,2
40,2,1,20,3
40,3,0,21,3
40,3,0,22,2
40,4,0,23,2
40,4,0,24,3
40,1,0,25,3
40,0,0,26,3
40,3,0,27,1
40,0,0,28,1
40,3,1,29,3
40,3,0,30,1
40,4,0,31,1
40,2,0,32,1
40,1,0,33,2
40,3,0,34,40
40,4,0,35,3
40,4,1,36,1
40,2,0,37,3
40,0,0,38,1
40,4,0,39,1
41,2,0,0,2
41,3,0,1,3
41,4,1,2,2
41,3,0,3,1
41,3,1,4,2
41,1,0,5,3
41,3,0,6,3
41,2,0,7,3
41,0,0,8,3
41,1,1,9,1
41,0,0,10,3
41,2,1,11,2
41,1,1,12,3
41,1,0,13,3
41,4,0,14,3
41,3,0,15,2
41,3,1,16,2
41,2,0,17,3
41,1,0,18,2
41,3,0,19,1
41,2,0,20,2
41,2,0,21,2
41,0,1,22,2
41,0,0,23,3
41,1,0,24,2
41,0,0,25,3
41,0,0,26,1
41,1,0,27,1
41,1,0,28,1
41,3,0,29,40
41,2,0,30,1
41,4,0,31,1
41,1,0,32,3
41,0,0,33,2
41,3,0,34,3
41,2,0,35,1
41,3,0,36,1
41,3,0,37,2
41,0,1,38,1
41,0,0,39,3
42,0,1,0,2
42,4,1,1,3
42,3,0,2,1
42,3,0,3,2
42,2,0,4,1
42,0,0,5,3
42,2,1,6,1
42,3,0,7,3
42,4,0,8,3
42,2,0,9,1
42,0,0,10,40
42,1,1,11,1
42,3,1,12,2
42,4,0,13,3
42,0,0,14,2
42,1,0,15,2
42,2,0,16,3
42,0,0,17,2
42,0,0,18,3
42,3,0,19,3
42,1,0,20,2
42,1,1,21,3
42,1,1,22,2
42,3,0,23,1
42,3,0,24,3
42,1,0,25,2
42,1,0,26,1
42,3,1,27,2
42,1,1,28,2
42,1,0,29,1
42,1,0,30,1
42,3,0,31,40
42,1,0,32,3
42,2,0,33,1
42,4,0,34,1
42,0,1,35,3
42,1,1,36,3
42,1,1,37,1
42,3,1,38,2
42,2,0,39,1
43,3,1,0,2
43,1,1,1,2
43,4,1,2,1
43,0,1,3,1
43,2,1,4,1
43,2,0,5,2
43,0,1,6,1
43,0,1,7,1
43,3,1,8,1
43,3,0,9,3
43,3,1,10,1
43,1,0,11,1
43,0,1,12,1
43,3,0,13,3
43,2,0,14,1
43,1,0,15,1
43,2,1,16,2
43,4,0,17,2
43,3,0,18,1
43,2,1,19,3
43,1,1,20,2
43,3,1,21,2
43,2,1,22,2
43,3,1,23,3
43,4,0,24,2
43,4,1,25,2
43,4,0,26,40
43,3,0,27,2
43,1,0,28,1
43,4,1,29,3
43,1,0,30,1
43,4,0,31,3
43,3,0,32,3
43,3,0,33,2
43,4,1,34,1
43,3,1,35,1
43,3,0,36,2
43,2,0,37,1
43,1,0,38,3
43,1,1,39,1
44,2,0,0,1
44,1,0,1,3
44,2,1,2,2
44,4,0,3,2
44,4,0,4,3
44,0,0,5,2
44,4,0,6,1
44,0,0,7,3
44,1,0,8,1
44,4,0,9,40
44,3,0,10,3
44,2,0,11,2
44,1,1,12,2
44,1,1,13,3
44,0,1,14,3
44,2,0,15,1
44,3,0,16,1
44,0,1,17,3
44,2,0,18,1
44,2,0,19,2
44,1,0,20,3
44,3,1,21,3
44,3,1,22,40
44,2,0,23,2
44,3,0,24,2
44,4,0,25,3
44,2,0,26,3
44,4,1,27,2
44,3,0,28,3
44,3,1,29,2
44,2,1,30,2
44,2,1,31,2
44,0,1,32,3
44,0,1,33,3
44,0,0,34,3
44,1,1,35,1
44,3,1,36,1
44,2,0,37,1
44,4,0,38,2
44,2,1,39,3
45,2,1,0,2
45,2,0,1,1
45,2,1,2,3
45,0,0,3,2
45,0,1,4,2
45,3,1,5,1
45,3,0,6,2
45,3,1,7,3
45,0,1,8,1
45,0,1,9,1
45,2,0,10,3
45,3,1,11,3
45,4,1,12,2
45,1,1,13,2
45,2,0,14,3
45,1,1,15,2
45,2,1,16,2
45,4,0,17,40
45,4,0,18,3
45,4,0,19,1
45,1,0,20,1
45,0,1,21,1
45,2,0,22,3
45,4,0,23,40
45,4,0,24,3
45,1,1,25,1
45,0,1,26,3
45,2,1,27,3
45,2,0,28,40
45,1,0,29,2
45,1,1,30,3
45,1,0,31,40
45,2,1,32,1
45,4,0,33,1
45,0,1,34,3
45,3,0,35,1
45,3,0,36,2
45,0,0,37,2
45,2,1,38,3
45,2,0,39,1
46,3,1,0,3
46,0,0,1,1
46,1,0,2,2
46,1,1,3,1
46,3,1,4,1
46,2,0,5,1
46,1,0,6,40
46,3,1,7,3
46,4,0,8,1
46,3,0,9,2
46,2,0,10,3
46,4,1,11,3
46,3,1,12,2
46,0,1,13,2
46,0,1,14,2
46,4,0,15,1
46,0,1,16,3
46,2,0,17,3
46,2,0,18,1
46,4,0,19,3
46,0,0,20,3
46,1,1,21,2
46,2,0,22,3
46,4,0,23,3
46,4,0,24,2
46,4,0,25,40
46,3,0,26,2
46,1,0,27,2
46,4,0,28,1
46,4,1,29,1
46,3,1,30,3
46,1,0,31,3
46,1,0,32,1
46,1,1,33,3
46,2,0,34,2
46,1,0,35,2
46,1,1,36,40
46,0,0,37,3
46,3,1,38,2
46,3,1,39,1
47,3,1,0,1
47,3,0,1,3
47,0,0,2,1
47,4,1,3,2
47,2,0,4,1
47,3,0,5,2
47,2,1,6,2
47,2,0,7,2
47,2,0,8,3
47,3,0,9,3
47,1,1,10,3
47,3,0,11,3
47,2,0,12,40
47,3,0,13,2
47,0,0,14,1
47,3,1,15,1
47,0,1,16,2
47,2,0,17,1
47,3,1,18,3
47,2,1,19,3
47,0,1,20,2
47,1,1,21,3
47,0,1,22,2
47,3,0,23,2
47,0,1,24,1
47,4,0,25,2
47,0,1,26,3
47,1,1,27,2
47,2,0,28,2
47,3,1,29,2
47,2,0,30,2
47,2,1,31,3
47,1,0,32,2
47,3,1,33,1
47,4,1,34,1
47,0,0,35,2
47,3,1,36,2
47,3,0,37,1
47,1,0,38,2
47,4,0,39,40
48,4,1,0,2
48,1,0,1,1
48,1,1,2,1
48,1,0,3,1
48,0,1,4,1
48,2,0,5,2
48,0,0,6,2
48,0,1,7,3
48,3,0,8,3
48,1,0,9,2
48,2,0,10,2
48,0,0,11,40
48,2,0,12,3
48,0,1,13,40
48,3,1,14,3
48,1,1,15,1
48,0,0,16,3
48,3,0,17,2
48,3,1,18,1
48,1,1,19,2
48,2,0,20,2
48,4,0,21,2
48,4,1,22,40
48,1,0,23,3
48,2,1,24,1
48,2,0,25,2
48,4,1,26,3
48,3,1,27,3
48,4,1,28,40
48,1,0,29,1
48,0,0,30,3
48,1,1,31,3
48,4,0,32,3
48,0,1,33,2
48,1,1,34,1
48,4,0,35,2
48,2,0,36,40
48,0,0,37,2
48,3,1,38,1
48,1,1,39,3
49,0,0,0,1
49,3,0,1,2
49,4,0,2,2
49,1,0,3,3
49,4,0,4,1
49,0,0,5,1
49,3,0,6,3
49,0,1,7,3
49,2,1,8,1
49,0,0,9,1
49,2,0,10,40
49,4,1,11,3
49,4,1,12,2
49,1,0,13,1
49,1,1,14,3
49,2,0,15,2
49,1,1,16,2
49,0,0,17,3
49,0,0,18,2
49,3,1,19,1
49,4,0,20,1
49,3,1,21,2
49,1,0,22,3
49,3,1,23,3
49,4,1,24,3
49,4,0,25,3
49,2,1,26,1
49,3,0,27,40
49,1,0,28,3
49,2,0,29,1
49,3,1,30,3
49,0,1,31,3
49,0,1,32,3
49,0,1,33,3
49,0,0,34,1
49,0,0,35,2
49,2,0,36,1
49,3,0,37,1
49,4,0,38,3
49,1,1,39,1
50,0,1,0,1
50,0,0,1,2
50,0,1,2,1
50,0,1,3,1
50,4,0,4,1
50,3,0,5,1
50,1,1,6,2
50,3,1,7,2
50,0,0,8,3
50,4,1,9,2
50,4,1,10,3
50,2,0,11,1
50,3,0,12,3
50,3,0,13,3
50,3,0,14,2
50,0,1,15,2
50,0,0,16,40
50,4,0,17,2
50,1,1,18,40
50,4,0,19,2
50,0,1,20,3
50,1,0,21,2
50,1,1,22,2
50,0,1,23,1
50,2,0,24,2
50,0,1,25,3
50,1,0,26,2
50,4,0,27,40
50,4,1,28,2
50,4,0,29,1
50,3,1,30,1
50,1,1,31,1
50,3,1,32,40
50,4,0,33,1
50,2,0,34,3
50,3,0,35,1
50,2,0,36,3
50,1,0,37,3
50,2,0,38,3
50,0,0,39,1
51,0,0,0,3
51,1,1,1,3
51,2,1,2,2
51,1,0,3,1
51,2,0,4,2
51,1,0,5,1
51,0,0,6,3
51,1,1,7,3
51,4,0,8,3
51,0,1,9,1
51,3,0,10,3
51,3,0,11,2
51,2,1,12,2
51,2,0,13,3
51,4,0,14,3
51,1,0,15,3
51,4,0,16,1
51,3,0,17,2
51,0,1,18,3
51,3,0,19,3
51,3,0,20,3
51,2,0,21,2
51,1,1,22,3
51,2,0,23,2
51,3,0,24,2
51,4,0,25,3
51,4,0,26,2
51,4,1,27,3
51,4,1,28,1
51,3,1,29,3
51,0,0,30,3
51,0,0,31,40
51,4,0,32,3
51,1,0,33,1
51,1,0,34,40
51,2,1,35,2
51,2,1,36,1
51,4,0,37,2
51,0,0,38,1
51,3,1,39,1
52,1,1,0,3
52,2,0,1,2
52,0,0,2,3
52,1,1,3,2
52,1,1,4,3
52,2,0,5,1
52,4,0,6,3
52,2,0,7,1
52,2,0,8,1
52,2,1,9,2
52,4,0,10,1
52,1,1,11,1
52,1,1,12,1
52,2,0,13,2
52,0,0,14,1
52,4,0,15,1
52,0,1,16,2
52,4,1,17,1
52,2,1,18,3
52,4,0,19,3
52,3,0,20,3
52,2,0,21,40
52,0,0,22,3
52,2,0,23,2
52,3,1,24,1
52,4,0,25,40
52,3,1,26,3
52,0,0,27,1
52,2,0,28,2
52,3,1,29,3
52,3,1,30,1
52,1,0,31,3
52,2,0,32,1
52,3,1,33,3
52,4,0,34,1
52,0,0,35,40
52,4,1,36,2
52,0,0,37,3
52,0,0,38,2
52,4,0,39,3
53,3,0,0,3
53,4,1,1,1
53,0,1,2,2
53,3,0,3,3
53,0,1,4,3
53,4,1,5,3
53,2,1,6,40
53,2,0,7,2
53,2,1,8,1
53,4,0,9,1
53,4,1,10,3
53,0,0,11,2
53,1,0,12,2
53,4,0,13,2
53,4,0,14,2
53,3,1,15,3
53,1,0,16,3
53,0,1,17,2
53,1,1,18,1
53,4,0,19,2
53,4,0,20,3
53,4,0,21,3
53,0,0,22,1
53,0,0,23,1
53,4,0,24,1
53,1,0,25,2
53,3,0,26,2
53,2,1,27,3
53,3,1,28,40
53,0,0,29,1
53,1,1,30,3
53,4,1,31,3
53,1,1,32,40
53,2,0,33,40
53,1,0,34,3
53,0,1,35,1
53,3,1,36,2
53,3,1,37,3
53,1,1,38,2
53,1,0,39,1
54,1,1,0,3
54,3,1,1,2
54,1,0,2,40
54,1,1,3,1
54,4,0,4,3
54,0,1,5,3
54,2,1,6,3
54,1,1,7,3
54,2,0,8,1
54,2,0,9,1
54,2,1,10,1
54,1,1,11,2
54,2,0,12,1
54,0,0,13,3
54,2,0,14,1
54,3,0,15,1
54,0,1,16,3
54,2,0,17,40
54,3,1,18,1
54,4,1,19,2
54,3,0,20,1
54,3,0,21,2
54,3,0,22,2
54,0,1,23,1
54,1,1,24,1
54,0,0,25,3
54,4,1,26,2
54,1,1,27,1
54,1,1,28,2
54,1,1,29,1
54,4,0,30,3
54,1,1,31,3
54,0,1,32,2
54,1,0,33,40
54,1,0,34,2
54,2,0,35,2
54,4,1,36,3
54,2,0,37,1
54,1,0,38,2
54,2,0,39,1
55,2,0,0,3
55,3,0,1,40
55,3,0,2,2
55,2,0,3,1
55,1,1,4,2
55,3,0,5,3
55,4,0,6,1
55,3,1,7,2
55,4,0,8,3
55,0,0,9,1
55,3,1,10,3
55,4,0,11,1
55,0,1,12,1
55,4,0,13,3
55,3,1,14,3
55,4,0,15,1
55,4,0,16,3
55,1,1,17,3
55,1,1,18,2
55,4,0,19,2
55,2,0,20,2
55,3,0,21,3
55,2,1,22,2
55,4,0,23,3
55,1,0,24,2
55,1,0,25,2
55,4,0,26,40
55,0,1,27,1
55,1,1,28,40
55,2,0,29,1
55,1,1,30,40
55,2,0,31,1
55,1,0,32,40
55,3,0,33,1
55,4,0,34,3
55,2,0,35,40
55,1,0,36,1
55,4,0,37,40
55,4,1,38,1
55,2,0,39,3
56,2,0,0,3
56,0,0,1,2
56,2,1,2,1
56,0,0,3,2
56,0,0,4,2
56,0,0,5,1
56,1,0,6,2
56,4,0,7,3
56,2,1,8,1
56,2,0,9,1
56,1,0,10,3
56,3,1,11,3
56,0,1,12,40
56,4,0,13,1
56,2,0,14,3
56,0,1,15,3
56,0,1,16,2
56,4,0,17,3
56,0,0,18,40
56,1,0,19,3
56,4,1,20,2
56,2,0,21,3
56,3,0,22,1
56,4,0,23,1
56,2,0,24,2
56,0,0,25,2
56,4,0,26,3
56,4,0,27,3
56,2,1,28,1
56,0,1,29,3
56,3,0,30,2
56,0,1,31,2
56,1,1,32,1
56,1,0,33,2
56,1,0,34,3
56,4,0,35,3
56,0,0,36,1
56,2,1,37,3
56,2,1,38,2
56,2,0,39,1
57,2,0,0,3
57,0,0,1,40
57,3,0,2,1
57,0,0,3,3
57,4,1,4,2
57,0,0,5,2
57,2,1,6,40
57,4,0,7,1
57,2,0,8,2
57,3,0,9,1
57,0,1,10,3
57,4,0,11,3
57,3,0,12,3
57,2,0,13,3
57,1,1,14,3
57,0,0,15,2
57,2,0,16,3
57,4,1,17,2
57,4,0,18,1
57,3,0,19,2
57,0,1,20,2
57,0,1,21,3
57,0,0,22,3
57,4,1,23,2
57,2,0,24,1
57,3,0,25,3
57,3,0,26,3
57,0,0,27,1
57,4,1,28,3
57,2,0,29,1
57,2,1,30,3
57,0,1,31,1
57,3,0,32,3
57,2,1,33,2
57,2,0,34,3
57,3,0,35,3
57,4,0,36,2
57,4,0,37,1
57,1,1,38,1
57,2,0,39,3
58,4,0,0,3
58,1,0,1,2
58,0,1,2,2
58,3,0,3,3
58,2,1,4,3
58,3,1,5,1
58,1,0,6,40
58,0,1,7,1
58,0,0,8,2
58,1,0,9,1
58,2,1,10,3
58,1,0,11,2
58,1,0,12,3
58,1,0,13,40
58,3,1,14,1
58,0,0,15,1
58,0,1,16,1
58,1,1,17,1
58,1,0,18,1
58,0,1,19,3
58,3,0,20,3
58,2,1,21,2
58,2,0,22,3
58,2,0,23,1
58,4,0,24,2
58,1,1,25,1
58,2,1,26,3
58,0,1,27,2
58,0,0,28,1
58,3,1,29,2
58,4,0,30,3
58,2,0,31,1
58,1,0,32,1
58,3,0,33,3
58,3,1,34,3
58,1,0,35,1
58,2,0,36,3
58,3,1,37,3
58,4,1,38,2
58,3,0,39,2
59,3,0,0,40
59,3,0,1,3
59,3,1,2,3
59,3,1,3,2
59,4,0,4,40
59,2,1,5,2
59,3,0,6,40
59,3,1,7,2
59,1,1,8,2
59,3,1,9,2
59,4,0,10,2
59,3,1,11,1
59,0,1,12,3
59,0,1,13,2
59,1,1,14,1
59,2,0,15,3
59,4,0,16,3
59,3,1,17,2
59,2,0,18,40
59,1,1,19,1
59,4,1,20,3
59,1,0,21,1
59,0,0,22,2
59,4,0,23,1
59,0,1,24,3
59,4,1,25,1
59,3,0,26,1
59,3,0,27,2
59,0,1,28,2
59,3,0,29,2
59,2,1,30,1
59,4,1,31,1
59,3,0,32,2
59,1,0,33,40
59,4,0,34,1
59,3,0,35,1
59,2,0,36,3
59,0,1,37,3
59,4,0,38,1
59,2,0,39,1
60,4,1,0,2
60,4,0,1,1
60,3,1,2,3
60,4,0,3,3
60,3,0,4,1
60,1,1,5,1
60,1,0,6,2
60,2,0,7,1
60,0,1,8,2
60,4,0,9,3
60,2,1,10,1
60,1,0,11,3
60,1,1,12,1
60,4,0,13,1
60,2,1,14,3
60,2,0,15,1
60,3,1,16,1
60,3,1,17,3
60,0,1,18,2
60,2,1,19,2
60,1,1,20,2
60,1,0,21,1
60,2,1,22,1
60,2,0,23,2
60,1,1,24,3
60,3,0,25,3
60,0,1,26,3
60,2,1,27,1
60,1,0,28,1
60,4,0,29,2
60,1,1,30,3
60,4,1,31,1
60,1,1,32,2
60,4,0,33,1
60,0,0,34,2
60,0,0,35,2
60,3,0,36,40
60,4,1,37,3
60,3,0,38,1
60,1,1,39,40
61,3,1,0,2
61,1,1,1,2
61,1,0,2,1
61,1,0,3,2
61,1,0,4,1
61,0,1,5,1
61,2,1,6,1
61,1,0,7,40
61,4,0,8,1
61,1,1,9,1
61,1,1,10,1
61,4,1,11,2
61,2,1,12,1
61,1,0,13,2
61,4,0,14,3
61,2,0,15,2
61,4,0,16,3
61,3,0,17,1
61,3,1,18,3
61,1,1,19,2
61,4,0,20,40
61,1,0,21,3
61,2,0,22,3
61,0,1,23,3
61,1,0,24,1
61,0,1,25,3
61,2,0,26,3
61,1,0,27,1
61,1,0,28,3
61,0,1,29,1
61,3,1,30,2
61,2,1,31,2
61,3,0,32,2
61,4,1,33,1
61,3,0,34,2
61,0,0,35,1
61,0,0,36,3
61,1,0,37,1
61,3,0,38,2
61,4,1,39,2
62,2,1,0,1
62,4,0,1,1
62,2,0,2,40
62,2,0,3,3
62,4,0,4,1
62,2,0,5,1
62,4,0,6,2
62,2,0,7,3
62,4,0,8,2
62,0,0,9,1
62,1,1,10,40
62,3,1,11,3
62,3,1,12,1
62,4,1,13,40
62,2,0,14,1
62,4,1,15,1
62,1,1,16,1
62,3,0,17,1
62,4,1,18,3
62,2,1,19,3
62,0,1,20,3
62,1,0,21,3
62,3,0,22,40
62,2,1,23,3
62,4,0,24,3
62,1,0,25,3
62,1,1,26,3
62,2,0,27,2
62,1,0,28,2
62,1,1,29,40
62,0,1,30,2
62,4,1,31,1
62,3,1,32,1
62,4,0,33,1
62,3,1,34,3
62,2,0,35,1
62,3,0,36,1
62,4,1,37,1
62,1,0,38,3
62,1,0,39,3
63,1,0,0,1
63,4,1,1,3
63,3,0,2,2
63,3,1,3,3
63,3,1,4,3
63,3,1,5,2
63,4,1,6,2
63,3,0,7,1
63,3,0,8,3
63,3,1,9,2
63,4,1,10,1
63,4,0,11,2
63,4,0,12,3
63,0,1,13,3
63,1,0,14,2
63,0,0,15,3
63,1,0,16,2
63,2,0,17,1
63,3,0,18,1
63,1,0,19,2
63,3,0,20,1
63,4,0,21,1
63,0,1,22,3
63,2,0,23,3
63,0,1,24,2
63,0,1,25,3
63,0,0,26,2
63,2,0,27,2
63,0,1,28,1
63,2,1,29,3
63,2,1,30,3
63,4,0,31,3
63,1,0,32,2
63,3,0,33,40
63,4,0,34,40
63,0,0,35,2
63,0,0,36,1
63,4,0,37,2
63,2,0,38,1
63,1,1,39,3
64,2,0,0,2
64,3,0,1,3
64,1,1,2,1
64,2,0,3,2
64,2,0,4,2
64,2,1,5,3
64,3,0,6,1
64,0,0,7,1
64,3,0,8,40
64,0,1,9,3
64,2,0,10,1
64,3,0,11,1
64,4,0,12,1
64,2,0,13,1
64,3,1,14,2
64,1,1,15,1
64,0,0,16,40
64,1,1,17,2
64,0,1,18,3
64,3,1,19,1
64,0,0,20,1
64,3,0,21,3
64,1,0,22,3
64,1,1,23,2
64,3,0,24,1
64,3,1,25,1
64,4,0,26,3
64,4,0,27,1
64,1,0,28,1
64,4,0,29,1
64,2,0,30,1
64,0,0,31,3
64,0,1,32,2
64,4,0,33,40
64,1,0,34,3
64,2,0,35,1
64,0,1,36,2
64,2,0,37,1
64,2,0,38,3
64,0,1,39,3
65,1,1,0,2
65,0,0,1,1
65,0,1,2,1
65,1,1,3,1
65,3,1,4,1
65,0,0,5,1
65,2,0,6,40
65,4,0,7,2
65,1,1,8,1
65,3,0,9,1
65,3,0,10,3
65,1,1,11,2
65,1,1,12,2
65,3,0,13,1
65,1,1,14,2
65,2,0,15,2
65,3,0,16,1
65,0,0,17,2
65,1,1,18,2
65,3,1,19,2
65,0,0,20,3
65,4,1,21,3
65,3,0,22,1
65,3,1,23,1
65,2,1,24,1
65,1,1,25,1
65,1,1,26,3
65,0,1,27,40
65,3,1,28,1
65,3,0,29,3
65,2,0,30,3
65,1,0,31,2
65,2,0,32,2
65,4,0,33,3
65,0,0,34,3
65,1,1,35,1
65,1,0,36,3
65,2,1,37,2
65,1,0,38,2
65,4,0,39,3
66,0,0,0,2
66,0,0,1,1
66,4,0,2,1
66,1,0,3,1
66,0,1,4,40
66,2,0,5,2
66,0,0,6,3
66,1,1,7,1
66,4,0,8,1
66,3,0,9,1
66,2,0,10,3
66,3,0,11,3
66,1,1,12,3
66,3,0,13,1
66,0,1,14,1
66,2,0,15,3
66,0,0,16,2
66,0,0,17,2
66,1,0,18,3
66,2,0,19,1
66,4,0,20,1
66,4,1,21,3
66,4,0,22,40
66,0,1,23,1
66,0,0,24,3
66,0,1,25,2
66,1,0,26,1
66,0,0,27,2
66,4,0,28,1
66,1,1,29,1
66,0,0,30,3
66,4,1,31,1
66,2,0,32,3
66,0,0,33,3
66,1,1,34,2
66,3,1,35,3
66,3,1,36,3
66,1,1,37,3
66,2,1,38,3
66,3,1,39,1
67,0,0,0,1
67,3,0,1,1
67,2,1,2,3
67,3,0,3,1
67,0,1,4,1
67,3,0,5,3
67,4,1,6,2
67,1,0,7,1
67,0,1,8,3
67,1,0,9,3
67,1,1,10,2
67,3,1,11,2
67,3,0,12,3
67,3,0,13,1
67,2,0,14,1
67,4,1,15,40
67,0,0,16,2
67,3,0,17,1
67,1,1,18,3
67,0,1,19,1
67,2,0,20,2
67,1,0,21,3
67,4,0,22,3
67,4,0,23,2
67,3,1,24,3
67,3,0,25,40
67,2,0,26,3
67,3,1,27,40
67,4,0,28,2
67,4,1,29,3
67,1,1,30,40
67,4,0,31,1
67,4,0,32,3
67,3,1,33,1
67,1,0,34,2
67,1,1,35,1
67,3,0,36,2
67,0,1,37,1
67,0,1,38,2
67,2,0,39,3
68,2,0,0,3
68,3,0,1,3
68,2,1,2,1
68,0,1,3,1
68,1,0,4,3
68,2,0,5,3
68,2,0,6,3
68,3,1,7,1
68,1,0,8,2
68,4,1,9,2
68,4,1,10,1
68,0,0,11,3
68,4,0,12,1
68,0,1,13,40
68,2,1,14,1
68,4,0,15,3
68,3,1,16,3
68,1,1,17,1
68,4,0,18,2
68,2,1,19,3
68,0,1,20,2
68,2,0,21,3
68,1,1,22,3
68,2,0,23,2
68,1,1,24,1
68,2,1,25,1
68,2,0,26,3
68,2,0,27,2
68,1,0,28,1
68,0,0,29,40
68,3,0,30,3
68,1,0,31,3
68,4,1,32,2
68,3,0,33,1
68,4,0,34,3
68,3,0,35,2
68,3,1,36,3
68,1,0,37,1
68,2,0,38,3
68,4,1,39,1
69,4,0,0,3
69,2,0,1,1
69,3,1,2,40
69,3,1,3,2
69,4,1,4,1
69,3,0,5,40
69,3,1,6,3
69,3,0,7,1
69,2,0,8,1
69,0,0,9,1
69,1,1,10,3
69,0,1,11,3
69,4,0,12,3
69,4,0,13,1
69,1,0,14,2
69,4,0,15,3
69,2,1,16,1
69,2,0,17,1
69,4,1,18,1
69,4,0,19,1
69,2,0,20,3
69,1,1,21,2
69,3,0,22,1
69,2,1,23,1
69,3,1,24,2
69,1,0,25,1
69,1,1,26,3
69,2,1,27,1
69,1,1,28,2
69,2,0,29,3
69,0,0,30,1
69,1,1,31,1
69,0,1,32,3
69,0,0,33,3
